,DATE,EVENT,BOUT,Winner,WeightClass,Tittle,Women_fight,METHOD,TIME FORMAT,ROUND,TIME,TotalTime,REFEREE,DETAILS,URL
4271,,UFC 171: Hendricks vs Lawler,Carlos Condit vs. Tyron Woodley,Tyron Woodley ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",2,2:00,420,Jacob Montalvo,toKnee Injury,http://ufcstats.com/fight-details/ba38b96f39db78c0
4272,,UFC 171: Hendricks vs Lawler,Diego Sanchez vs. Myles Jury,Myles Jury ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Kerry Hatley,Doug Crosby 27 - 30.Mike Gonzalez 27 - 30.Dan Mathisen 28 - 29.,http://ufcstats.com/fight-details/d4d4aded862ace46
4273,,UFC 171: Hendricks vs Lawler,Jake Shields vs. Hector Lombard,Hector Lombard ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Don Turnage,Doug Crosby 27 - 30.Aladin Martinez 27 - 30.Mike Gonzalez 28 - 29.,http://ufcstats.com/fight-details/427a10db0406cfba
4274,,UFC 171: Hendricks vs Lawler,Ovince Saint Preux vs. Nikita Krylov,Ovince Saint Preux ,Heavyweigh,0,0,Submission ,"[5, 5, 5]",1,1:29,89,Dan Miragliotta,Von Flue Choke From Side Control ,http://ufcstats.com/fight-details/2d050cb1f7d8789a
4275,,UFC 171: Hendricks vs Lawler,Kelvin Gastelum vs. Rick Story,Kelvin Gastelum ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Jacob Montalvo,Doug Crosby 29 - 28.Aladin Martinez 28 - 29.Mike Gonzalez 27 - 30.,http://ufcstats.com/fight-details/56b57d076f874eb0
4276,,UFC 171: Hendricks vs Lawler,Raquel Pennington vs. Jessica Andrade,Jessica Andrade ,Bantamweight,0,1,Decision - Split ,"[5, 5, 5]",3,5:00,900,Don Turnage,Aladin Martinez 28 - 29.Dan Mathisen 29 - 28.Troy Wincapaw 28 - 29.,http://ufcstats.com/fight-details/99170b2f2496e479
4277,,UFC 171: Hendricks vs Lawler,Dennis Bermudez vs. Jimy Hettes,Dennis Bermudez ,Featherweight,0,0,KO/TKO ,"[5, 5, 5]",3,2:57,777,Kerry Hatley,Knee to Head In Clinch ,http://ufcstats.com/fight-details/639013929b61e834
4278,,UFC 171: Hendricks vs Lawler,Sean Spencer vs. Alex Garcia,Alex Garcia ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Don Turnage,Troy Wincapaw 28 - 29.Dan Mathisen 29 - 28.Aladin Martinez 27 - 30.,http://ufcstats.com/fight-details/a5f39e8ff1398269
4279,,UFC 171: Hendricks vs Lawler,Renee Forte vs. Francisco Trevino,Francisco Trevino ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Mike Gonzalez 28 - 29.Dan Mathisen 28 - 29.Troy Wincapaw 28 - 29.,http://ufcstats.com/fight-details/364ed6aecfc8d16d
4280,,UFC 171: Hendricks vs Lawler,Will Campuzano vs. Justin Scoggins,Justin Scoggins ,Flyweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Jacob Montalvo,Doug Crosby 27 - 30.Aladin Martinez 27 - 30.Troy Wincapaw 27 - 30.,http://ufcstats.com/fight-details/0175c0d2a98576f1
4281,,UFC 171: Hendricks vs Lawler,Robert McDaniel vs. Sean Strickland,Sean Strickland ,Middleweight,0,0,Submission ,"[5, 5, 5]",1,4:33,273,,Rear Naked Choke ,http://ufcstats.com/fight-details/8f979d206eaec468
4282,,UFC 171: Hendricks vs Lawler,Daniel Pineda vs. Robert Whiteford,Robert Whiteford ,Featherweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,,Doug Crosby 27 - 30.Mike Gonzalez 28 - 29.Dan Mathisen 28 - 29.,http://ufcstats.com/fight-details/543dca66a449d9d5
4283,,UFC Fight Night: Gustafsson vs Manuwa,Alexander Gustafsson vs. Jimi Manuwa,Alexander Gustafsson ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5, 5, 5]",2,1:18,378,Marc Goddard,Knee to Head In Clinch ,http://ufcstats.com/fight-details/742fcd610f344810
4284,,UFC Fight Night: Gustafsson vs Manuwa,Michael Johnson vs. Melvin Guillard,Michael Johnson ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Leon Roberts,Ben Cartlidge 27 - 30.Chris Watts 27 - 30.Tom Harris 28 - 29.,http://ufcstats.com/fight-details/73f55778c5c55c2f
4285,,UFC Fight Night: Gustafsson vs Manuwa,Brad Pickett vs. Neil Seery,Brad Pickett ,Flyweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Neil Hall,Tom Harris 27 - 30.Andy Roberts 27 - 30.Ben Cartlidge 28 - 29.,http://ufcstats.com/fight-details/b5be58e7fa1e7439
4286,,UFC Fight Night: Gustafsson vs Manuwa,Gunnar Nelson vs. Omari Akhmedov,Gunnar Nelson ,Welterweight,0,0,Submission ,"[5, 5, 5]",1,4:36,276,Grant Waterman,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/0b3c3d363c82835f
4287,,UFC Fight Night: Gustafsson vs Manuwa,Cyrille Diabate vs. Ilir Latifi,Ilir Latifi ,Heavyweigh,0,0,Submission ,"[5, 5, 5]",1,3:02,182,Leon Roberts,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/6242126d8d06a7ca
4288,,UFC Fight Night: Gustafsson vs Manuwa,Luke Barnatt vs. Mats Nilsson,Luke Barnatt ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",1,4:24,264,Marc Goddard,Kick to Head At Distance ,http://ufcstats.com/fight-details/406154260435c65a
4289,,UFC Fight Night: Gustafsson vs Manuwa,Brad Scott vs. Claudio Silva,Claudio Silva ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Neil Hall,Mark Collett 28 - 29.Howard Hughes 28 - 29.Andy Roberts 28 - 29.,http://ufcstats.com/fight-details/4911fcfb1b28faa5
4290,,UFC Fight Night: Gustafsson vs Manuwa,Igor Araujo vs. Danny Mitchell,Igor Araujo ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Leon Roberts,Mark Collett 27 - 30.Howard Hughes 27 - 30.Chris Watts 27 - 30.,http://ufcstats.com/fight-details/54845ec0646a9bee
4291,,UFC Fight Night: Gustafsson vs Manuwa,Phil Harris vs. Louis Gaudinot,NC,Flyweight,0,0,Overturned ,"[5, 5, 5]",1,1:13,73,Grant Waterman,Failed Drug Test by Gaudinot,http://ufcstats.com/fight-details/443791a8c6790cf0
4292,,UFC Fight Night: Kim vs Hathaway,Dong Hyun Kim vs. John Hathaway,Dong Hyun Kim ,Welterweight,0,0,KO/TKO ,"[5, 5, 5, 5, 5]",3,1:02,662,Leon Roberts,Spinning Back Elbow to Head At DistanceSpinning Back Elbow,http://ufcstats.com/fight-details/e38d7761a92e1bf9
4293,,UFC Fight Night: Kim vs Hathaway,Sai Wang vs. Zhang Lipeng,Zhang Lipeng ,Welterweight,1,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Jerin Valel,Howard Hughes 28 - 29.Tom Harris 30 - 27.Chris Watts 28 - 29.,http://ufcstats.com/fight-details/0fea1cff62e26b46
4294,,UFC Fight Night: Kim vs Hathaway,Matt Mitrione vs. Shawn Jordan,Matt Mitrione ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,4:59,299,Dan Miragliotta,Punch to Head In Clinch ,http://ufcstats.com/fight-details/82448697e7a44028
4295,,UFC Fight Night: Kim vs Hathaway,Hatsu Hioki vs. Ivan Menjivar,Hatsu Hioki ,Featherweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Ben Cartlidge 28 - 29.Mark Collett 28 - 29.Tom Harris 28 - 29.,http://ufcstats.com/fight-details/57ab45aa1ebd087e
4296,,UFC Fight Night: Kim vs Hathaway,Kazuki Tokudome vs. Yui Chul Nam,Yui Chul Nam ,Lightweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Jerin Valel,Tom Harris 27 - 29.Chris Watts 28 - 27.Howard Hughes 28 - 29.,http://ufcstats.com/fight-details/c53a5dca56870ea5
4297,,UFC Fight Night: Kim vs Hathaway,Nam Phan vs. Vaughan Lee,Vaughan Lee ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Leon Roberts,Ben Cartlidge 27 - 30.Tom Harris 27 - 30.Howard Hughes 26 - 30.,http://ufcstats.com/fight-details/3fa2e753afa0bdbb
4298,,UFC Fight Night: Kim vs Hathaway,Albert Cheng vs. Anying Wang,Anying Wang ,Welterweight,0,0,TKO - Doctor's Stoppage ,"[5, 5, 5]",1,5:00,300,Leon Roberts,Eye Injury,http://ufcstats.com/fight-details/36d4e8f650539bf0
4299,,UFC Fight Night: Kim vs Hathaway,Jumabieke Tuerxun vs. Mark Eddiva,Mark Eddiva ,Featherweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Jerin Valel,Mark Collett 27 - 30.Howard Hughes 27 - 30.Chris Watts 27 - 30.,http://ufcstats.com/fight-details/2ebe2ae9b4812f0a
4300,,UFC 170: Rousey vs McMann,Ronda Rousey vs. Sara McMann,Ronda Rousey ,Bantamweight,1,1,KO/TKO ,"[5, 5, 5, 5, 5]",1,1:06,66,Herb Dean,Knee to Body In Clinch ,http://ufcstats.com/fight-details/654127f5b9140be2
4301,,UFC 170: Rousey vs McMann,Daniel Cormier vs. Patrick Cummins,Daniel Cormier ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,1:19,79,Mario Yamasaki,Punch to Head In Clinch ,http://ufcstats.com/fight-details/b1a033020bd6d3f3
4302,,UFC 170: Rousey vs McMann,Rory MacDonald vs. Demian Maia,Rory MacDonald ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Yves Lavigne,Lester Griffin 28 - 29.Chris Lee 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/29657325bfc1d590
4303,,UFC 170: Rousey vs McMann,Mike Pyle vs. TJ Waldburger,Mike Pyle ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",3,4:03,843,Herb Dean,Elbows to Head From Mount ,http://ufcstats.com/fight-details/9988ff4d4197663b
4304,,UFC 170: Rousey vs McMann,Robert Whittaker vs. Stephen Thompson,Stephen Thompson ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,3:43,223,Mario Yamasaki,Punches to Head In Clinch ,http://ufcstats.com/fight-details/ab0d6346b7938a7f
4305,,UFC 170: Rousey vs McMann,Alexis Davis vs. Jessica Eye,Alexis Davis ,Bantamweight,0,1,Decision - Split ,"[5, 5, 5]",3,5:00,900,Yves Lavigne,Junichiro Kamijo 28 - 29.Chris Lee 29 - 28.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/36630b8c820db52b
4306,,UFC 170: Rousey vs McMann,Raphael Assuncao vs. Pedro Munhoz,Raphael Assuncao ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Chris Tognoni,Mark Smith 27 - 30.Lester Griffin 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/faaa7340f4ede814
4307,,UFC 170: Rousey vs McMann,Cody Gibson vs. Aljamain Sterling,Aljamain Sterling ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Chris Lee 28 - 29.Mark Smith 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/41727d51af72b1d5
4308,,UFC 170: Rousey vs McMann,Zach Makovsky vs. Josh Sampo,Zach Makovsky ,Flyweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Chris Tognoni,Lester Griffin 27 - 30.Junichiro Kamijo 28 - 29.Marcos Rosales 27 - 30.,http://ufcstats.com/fight-details/1a8b815679bc89b8
4309,,UFC 170: Rousey vs McMann,Rafaello Oliveira vs. Erik Koch,Erik Koch ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",1,1:24,84,Yves Lavigne,Punches to Head From Guard ,http://ufcstats.com/fight-details/dc28c6e66f333d2a
4310,,UFC 170: Rousey vs McMann,Ernest Chavez vs. Yosdenis Cedeno,Ernest Chavez ,Lightweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Chris Tognoni,Mark Smith 28 - 29.Tony Weeks 29 - 28.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/328ae84bf2af537e
4311,,UFC Fight Night: Machida vs Mousasi,Lyoto Machida vs. Gegard Mousasi,Lyoto Machida ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5, 5, 5]",5,5:00,1500,Mario Yamasaki,Richard Bertrand 46 - 49.Vinicius Lins 45 - 50.Tony Weeks 45 - 50.,http://ufcstats.com/fight-details/aa11f2375ee2118f
4312,,UFC Fight Night: Machida vs Mousasi,Jacare Souza vs. Francis Carmont,Jacare Souza ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Richard Bertrand 28 - 29.28 - 29.27 - 30.,http://ufcstats.com/fight-details/ffbc12e4f821ec68
4313,,UFC Fight Night: Machida vs Mousasi,Erick Silva vs. Takenori Sato,Erick Silva ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,0:52,52,Mario Yamasaki,Punches to Head On Ground ,http://ufcstats.com/fight-details/dadde3eb4e5f43b4
4314,,UFC Fight Night: Machida vs Mousasi,Viscardi Andrade vs. Nicholas Musoke,Nicholas Musoke ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Richard Bertrand 28 - 29.Marco Borges 28 - 29.Vinicius Lins 28 - 29.,http://ufcstats.com/fight-details/d0e084b6345c5af0
4315,,UFC Fight Night: Machida vs Mousasi,Charles Oliveira vs. Andy Ogle,Charles Oliveira ,Featherweight,0,0,Submission ,"[5, 5, 5]",3,2:40,760,Mario Yamasaki,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/b96e1222eb1a0faf
4316,,UFC Fight Night: Machida vs Mousasi,Cristiano Marcello vs. Joe Proctor,Joe Proctor ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Osiris de Medeiros,Richard Bertrand 28 - 29.Marco Borges 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/cfefbf79340d3346
4317,,UFC Fight Night: Machida vs Mousasi,Rodrigo Damm vs. Ivan Jorge,Rodrigo Damm ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Richard Bertrand 28 - 29.Marco Borges 28 - 29.Vinicius Lins 28 - 29.,http://ufcstats.com/fight-details/420114bb94080b3c
4318,,UFC Fight Night: Machida vs Mousasi,Francisco Trinaldo vs. Jesse Ronson,Francisco Trinaldo ,Lightweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Vinicius Lins 28 - 29.Marco Borges 29 - 28.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/ea60fdcfd423a15e
4319,,UFC Fight Night: Machida vs Mousasi,Iuri Alcantara vs. Wilson Reis,Iuri Alcantara ,Bantamweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Osiris de Medeiros,Tony Weeks 29 - 28.Richard Bertrand 27 - 30.Vinicius Lins 27 - 30.,http://ufcstats.com/fight-details/01d4d1d8bcb014cf
4320,,UFC Fight Night: Machida vs Mousasi,Felipe Arantes vs. Maximo Blanco,Felipe Arantes ,Featherweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Point Deducted: Low Blow by BlancoRichard Bertrand 27 - 29.Marco Borges 27 - 29.Tony Weeks 27 - 29.,http://ufcstats.com/fight-details/8619c3cde7dd4e15
4321,,UFC Fight Night: Machida vs Mousasi,Ildemar Alcantara vs. Albert Tumenov,Ildemar Alcantara ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Marco Borges 29 - 28.Tony Weeks 28 - 29.Vinicius Lins 27 - 30.,http://ufcstats.com/fight-details/496a169f4c9becec
4322,,UFC Fight Night: Machida vs Mousasi,Douglas Silva de Andrade vs. Zubaira Tukhugov,Zubaira Tukhugov ,Featherweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Osiris de Medeiros,Marco Borges 27 - 30.Richard Bertrand 28 - 29.Vinicius Lins 27 - 30.,http://ufcstats.com/fight-details/816119e4d9d983b1
4323,,UFC 169: Barao vs Faber 2,Renan Barao vs. Urijah Faber,Renan Barao ,Bantamweight,1,0,KO/TKO ,"[5, 5, 5, 5, 5]",1,3:42,222,Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/4c9047d1c1bc1e29
4324,,UFC 169: Barao vs Faber 2,Jose Aldo vs. Ricardo Lamas,Jose Aldo ,Featherweight,1,0,Decision - Unanimous ,"[5, 5, 5, 5, 5]",5,5:00,1500,Keith Peterson,Ricardo Almeida 46 - 49.Eric Colon 46 - 49.Cardo Urso 46 - 49.,http://ufcstats.com/fight-details/a3b37f8ea171b962
4325,,UFC 169: Barao vs Faber 2,Frank Mir vs. Alistair Overeem,Alistair Overeem ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Michelle Agustin 27 - 30.Tony Tamburrino 27 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/651bdd9e17a58c5d
4326,,UFC 169: Barao vs Faber 2,John Lineker vs. Ali Bagautinov,Ali Bagautinov ,Flyweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Michelle Agustin 28 - 29.Sue Sanidad 28 - 29.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/a851348faa460c2d
4327,,UFC 169: Barao vs Faber 2,Jamie Varner vs. Abel Trujillo,Abel Trujillo ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",2,2:32,452,Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/fe936088ec4dcb0d
4328,,UFC 169: Barao vs Faber 2,John Makdessi vs. Alan Patrick,Alan Patrick ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Ricardo Almeida 28 - 29.Sue Sanidad 28 - 29.Cardo Urso 27 - 30.,http://ufcstats.com/fight-details/b9be2e52d02886e2
4329,,UFC 169: Barao vs Faber 2,Chris Cariaso vs. Danny Martinez,Chris Cariaso ,Flyweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Michelle Agustin 28 - 29.Eric Colon 28 - 29.Tony Tamburrino 28 - 29.,http://ufcstats.com/fight-details/b705fb146638d859
4330,,UFC 169: Barao vs Faber 2,Nick Catone vs. Tom Watson,Nick Catone ,Middleweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Herb Dean,Cardo Urso 29 - 28.Tony Tamburrino 28 - 29.Michelle Agustin 27 - 30.,http://ufcstats.com/fight-details/c145e4b6206d4c18
4331,,UFC 169: Barao vs Faber 2,Al Iaquinta vs. Kevin Lee,Al Iaquinta ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Michelle Agustin 28 - 29.Eric Colon 28 - 29.Dave Tirelli 27 - 28.,http://ufcstats.com/fight-details/b51163f358495b41
4332,,UFC 169: Barao vs Faber 2,Clint Hester vs. Andy Enz,Clint Hester ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Gasper Oliver,Sue Sanidad 27 - 30.Cardo Urso 27 - 30.Tony Tamburrino 26 - 30.,http://ufcstats.com/fight-details/131732f248cd2829
4333,,UFC 169: Barao vs Faber 2,Anthony Rocco Martin vs. Rashid Magomedov,Rashid Magomedov ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Gasper Oliver,Ricardo Almeida 28 - 29.Eric Colon 28 - 29.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/bc9dd73e0a982c08
4334,,UFC 169: Barao vs Faber 2,Neil Magny vs. Gasan Umalatov,Neil Magny ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Gasper Oliver,Ricardo Almeida 28 - 29.Sue Sanidad 27 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/7a91b26b3e231fff
4335,,UFC on FOX: Henderson vs Thomson,Benson Henderson vs. Josh Thomson,Benson Henderson ,Lightweight,0,0,Decision - Split ,"[5, 5, 5, 5, 5]",5,5:00,1500,John McCarthy,Gabriel Sabaitis 48 - 47.Brian Puccillo 47 - 48.Sal D'amato 46 - 49.,http://ufcstats.com/fight-details/7fda79ba69b06c0b
4336,,UFC on FOX: Henderson vs Thomson,Stipe Miocic vs. Gabriel Gonzaga,Stipe Miocic ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Sal D'amato 27 - 30.Tony Weeks 27 - 30.Clay Goodman 28 - 29.,http://ufcstats.com/fight-details/77d82e8a220053ea
4337,,UFC on FOX: Henderson vs Thomson,Donald Cerrone vs. Adriano Martins,Donald Cerrone ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",1,4:40,280,John McCarthy,Kick to Head At Distance ,http://ufcstats.com/fight-details/ca8e482388e7ac82
4338,,UFC on FOX: Henderson vs Thomson,Darren Elkins vs. Jeremy Stephens,Jeremy Stephens ,Featherweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,John McCarthy,Sal D'amato 28 - 29.Brian Puccillo 27 - 30.Gabriel Sabaitis 27 - 30.,http://ufcstats.com/fight-details/6fdcd1caa0e9d239
4339,,UFC on FOX: Henderson vs Thomson,Alex Caceres vs. Sergio Pettis,Alex Caceres ,Bantamweight,0,0,Submission ,"[5, 5, 5]",3,4:39,879,Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/6a7f68feb5c0755d
4340,,UFC on FOX: Henderson vs Thomson,Eddie Wineland vs. Yves Jabouin,Eddie Wineland ,Bantamweight,0,0,KO/TKO ,"[5, 5, 5]",2,4:16,556,Robert Madrigal,Punches to Head From Back Control ,http://ufcstats.com/fight-details/97ad3419f2029ba1
4341,,UFC on FOX: Henderson vs Thomson,Chico Camus vs. Yaotzin Meza,NC,Bantamweight,0,0,Overturned ,"[5, 5, 5]",3,5:00,900,Otto Torriero,Failed Drug Test by CamusKelvin Caldwell 27 - 30.Sal D'amato 28 - 29.Gabriel Sabaitis 28 - 29.,http://ufcstats.com/fight-details/80cb366cd1e54aec
4342,,UFC on FOX: Henderson vs Thomson,Ramiro Hernandez vs. Hugo Viana,Hugo Viana ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Otto Torriero,Kelvin Caldwell 28 - 29.Sal D'amato 28 - 29.Brian Puccillo 28 - 29.,http://ufcstats.com/fight-details/df7cf7ef41eccbe6
4343,,UFC on FOX: Henderson vs Thomson,Daron Cruickshank vs. Mike Rio,Daron Cruickshank ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",2,4:56,596,Herb Dean,Kick to Head At DistanceWheel Kick,http://ufcstats.com/fight-details/3f1d1bd33a296f26
4344,,UFC on FOX: Henderson vs Thomson,George Sullivan vs. Mike Rhodes,George Sullivan ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,John McCarthy,Sal D'amato 28 - 29.Gabriel Sabaitis 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/ea0f7fe570c1533f
4345,,UFC on FOX: Henderson vs Thomson,Walt Harris vs. Nikita Krylov,Nikita Krylov ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,0:25,25,Robert Madrigal,Kick to Head At Distance ,http://ufcstats.com/fight-details/e53c8a20819f9be6
4346,,UFC Fight Night: Rockhold vs Philippou,Luke Rockhold vs. Constantinos Philippou,Luke Rockhold ,Middleweight,0,0,KO/TKO ,"[5, 5, 5, 5, 5]",1,2:31,151,Herb Dean,Kick to Body At Distance ,http://ufcstats.com/fight-details/0f3e6876516edeaf
4347,,UFC Fight Night: Rockhold vs Philippou,Lorenz Larkin vs. Brad Tavares,Brad Tavares ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Richard Bertrand 28 - 29.Derek Cleary 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/8d6392d59e1ca099
4348,,UFC Fight Night: Rockhold vs Philippou,TJ Dillashaw vs. Mike Easton,TJ Dillashaw ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Derek Cleary 27 - 30.Chris Lee 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/55139052f4641670
4349,,UFC Fight Night: Rockhold vs Philippou,Yoel Romero vs. Derek Brunson,Yoel Romero ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",3,3:23,803,Blake Grice,Elbows to Body On Ground ,http://ufcstats.com/fight-details/7e3609b672c7ecf9
4350,,UFC Fight Night: Rockhold vs Philippou,John Moraga vs. Dustin Ortiz,John Moraga ,Flyweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Richard Bertrand 28 - 29.Glenn Trowbridge 29 - 28.Nate Mann 28 - 29.,http://ufcstats.com/fight-details/eea06604a47ea9a8
4351,,UFC Fight Night: Rockhold vs Philippou,Cole Miller vs. Sam Sicilia,Cole Miller ,Featherweight,0,0,Submission ,"[5, 5, 5]",2,1:54,414,Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/fac335e6aeff29f5
4352,,UFC Fight Night: Rockhold vs Philippou,Ramsey Nijem vs. Justin Edwards,Ramsey Nijem ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,George Allen,Ken Coffey 27 - 30.Derek Cleary 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/bbb810f50d60b31a
4353,,UFC Fight Night: Rockhold vs Philippou,Isaac Vallie-Flagg vs. Elias Silverio,Elias Silverio ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Blake Grice,Point Deducted: Illegal Knee by SilverioRichard Bertrand 27 - 29.Chris Lee 27 - 29.Nate Mann 27 - 29.,http://ufcstats.com/fight-details/3b8b70b448b0c604
4354,,UFC Fight Night: Rockhold vs Philippou,Trevor Smith vs. Brian Houston,Trevor Smith ,Middleweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Blake Grice,Richard Bertrand 28 - 29.Derek Cleary 29 - 28.Ken Coffey 28 - 29.,http://ufcstats.com/fight-details/94608c62dd497366
4355,,UFC Fight Night: Rockhold vs Philippou,Alptekin Ozkilic vs. Louis Smolka,Louis Smolka ,Flyweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Derek Cleary 28 - 29.Chris Lee 28 - 29.Nate Mann 28 - 29.,http://ufcstats.com/fight-details/c2f70bd2fc1bac73
4356,,UFC Fight Night: Rockhold vs Philippou,Vinc Pichel vs. Garett Whiteley,Vinc Pichel ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,George Allen,Richard Bertrand 27 - 30.Ken Coffey 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/1143d37503a9527d
