,DATE,EVENT,BOUT,Winner,WeightClass,Tittle,Women_fight,METHOD,TIME FORMAT,ROUND,TIME,TotalTime,REFEREE,DETAILS,URL
4357,,UFC Fight Night: Rockhold vs Philippou,Charlie Brenneman vs. Beneil Dariush,Beneil Dariush ,Lightweight,0,0,Submission ,"[5, 5, 5]",1,1:45,105,Dan Miragliotta,Rear Naked Choke ,http://ufcstats.com/fight-details/6f3e189c393c0e09
4358,,UFC Fight Night: Saffiedine vs Lim,Tarec Saffiedine vs. Hyun Gyu Lim,Tarec Saffiedine ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5, 5, 5]",5,5:00,1500,Leon Roberts,Mark Collett 46 - 49.Ben Cartlidge 47 - 48.Anthony Dimitriou 47 - 48.,http://ufcstats.com/fight-details/3ff7d02ef633ee22
4359,,UFC Fight Night: Saffiedine vs Lim,Tatsuya Kawajiri vs. Sean Soriano,Tatsuya Kawajiri ,Featherweight,0,0,Submission ,"[5, 5, 5]",2,0:50,350,Steve Perceval,Rear Naked Choke ,http://ufcstats.com/fight-details/07d1d120dab41893
4360,,UFC Fight Night: Saffiedine vs Lim,Kiichi Kunimoto vs. Luiz Dutra,Kiichi Kunimoto ,Welterweight,0,0,DQ ,"[5, 5, 5]",1,2:57,177,John Sharp,Elbows to Back of Head by Dutra,http://ufcstats.com/fight-details/74edd53297a084b9
4361,,UFC Fight Night: Saffiedine vs Lim,Kyung Ho Kang vs. Shunichi Shimizu,Kyung Ho Kang ,Bantamweight,0,0,Submission ,"[5, 5, 5]",3,3:53,833,Steve Perceval,Arm Triangle From Mount ,http://ufcstats.com/fight-details/221cb15141299346
4362,,UFC Fight Night: Saffiedine vs Lim,Max Holloway vs. Will Chope,Max Holloway ,Featherweight,0,0,KO/TKO ,"[5, 5, 5]",2,2:27,447,Leon Roberts,Punch to Head In Clinch ,http://ufcstats.com/fight-details/4b69545737f1902a
4363,,UFC Fight Night: Saffiedine vs Lim,Katsunori Kikuno vs. Quinn Mulhern,Katsunori Kikuno ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Steve Perceval,Ben Cartlidge 27 - 30.Mark Collett 27 - 30.Charlie Keech 27 - 30.,http://ufcstats.com/fight-details/ab8722d48a5a447e
4364,,UFC Fight Night: Saffiedine vs Lim,Royston Wee vs. Dave Galera,Royston Wee ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,John Sharp,Point Deducted: Illegal Kick by GaleraBen Cartlidge 26 - 30.Anthony Dimitriou 26 - 30.Barry Foley 26 - 30.,http://ufcstats.com/fight-details/e2bb4b8ce5ada2a8
4365,,UFC Fight Night: Saffiedine vs Lim,Mairbek Taisumov vs. Tae Hyun Bang,Mairbek Taisumov ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Leon Roberts,Mark Collett 27 - 30.Anthony Dimitriou 27 - 30.Charlie Keech 27 - 30.,http://ufcstats.com/fight-details/181429d8227794cb
4366,,UFC Fight Night: Saffiedine vs Lim,Dustin Kimura vs. Jon Delos Reyes,Dustin Kimura ,Bantamweight,0,0,Submission ,"[5, 5, 5]",1,2:13,133,Steve Perceval,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/eb82e95ab678f8bc
4367,,UFC Fight Night: Saffiedine vs Lim,Leandro Issa vs. Russell Doane,Russell Doane ,Bantamweight,0,0,Submission ,"[5, 5, 5]",2,4:59,599,John Sharp,Triangle Choke From Bottom GuardTechnical Submission,http://ufcstats.com/fight-details/f7bd56e197bab2a6
4368,,UFC 168: Weidman vs Silva 2,Chris Weidman vs. Anderson Silva,Chris Weidman ,Middleweight,1,0,KO/TKO ,"[5, 5, 5, 5, 5]",2,1:16,376,Herb Dean,toLeg Injury,http://ufcstats.com/fight-details/2a17686c6b5f334e
4369,,UFC 168: Weidman vs Silva 2,Ronda Rousey vs. Miesha Tate,Ronda Rousey ,Bantamweight,1,1,Submission ,"[5, 5, 5, 5, 5]",3,0:58,658,Mario Yamasaki,Armbar On Ground ,http://ufcstats.com/fight-details/315968a74789600a
4370,,UFC 168: Weidman vs Silva 2,Josh Barnett vs. Travis Browne,Travis Browne ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,1:00,60,Yves Lavigne,Elbows to Head In Clinch ,http://ufcstats.com/fight-details/a060b6b0dfe275b7
4371,,UFC 168: Weidman vs Silva 2,Jim Miller vs. Fabricio Camoes,Jim Miller ,Lightweight,0,0,Submission ,"[5, 5, 5]",1,3:42,222,Herb Dean,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/39be68189f2d5074
4372,,UFC 168: Weidman vs Silva 2,Dustin Poirier vs. Diego Brandao,Dustin Poirier ,Featherweight,0,0,KO/TKO ,"[5, 5, 5]",1,4:54,294,Mario Yamasaki,Punches to Head From Guard ,http://ufcstats.com/fight-details/5e4f358e0bcc2f15
4373,,UFC 168: Weidman vs Silva 2,Chris Leben vs. Uriah Hall,Uriah Hall ,Middleweight,0,0,TKO - Doctor's Stoppage ,"[5, 5, 5]",1,5:00,300,Steve Mazzagatti,Stoppage Between Rounds,http://ufcstats.com/fight-details/11706648d34ff3e8
4374,,UFC 168: Weidman vs Silva 2,Gleison Tibau vs. Michael Johnson,Michael Johnson ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",2,1:32,392,Yves Lavigne,Punch to Head At Distance ,http://ufcstats.com/fight-details/b1fd21231f0604e1
4375,,UFC 168: Weidman vs Silva 2,Dennis Siver vs. Manvel Gamburyan,NC,Featherweight,0,0,Overturned ,"[5, 5, 5]",3,5:00,900,Herb Dean,Failed Drug Test by SiverJeff Collins 28 - 29.Dave Hagen 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/f1a9c3187855155c
4376,,UFC 168: Weidman vs Silva 2,John Howard vs. Siyar Bahadurzada,John Howard ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Steve Mazzagatti,Adalaide Byrd 27 - 30.Junichiro Kamijo 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/a6e494c82d136172
4377,,UFC 168: Weidman vs Silva 2,William Macario vs. Bobby Voelker,William Macario ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Jeff Collins 27 - 30.Patricia Morse-Jarman 27 - 30.Roy Silbert 27 - 30.,http://ufcstats.com/fight-details/49c0071ae52fc83a
4378,,UFC 168: Weidman vs Silva 2,Robert Peralta vs. Estevan Payan,Robert Peralta ,Featherweight,0,0,KO/TKO ,"[5, 5, 5]",3,0:12,612,Yves Lavigne,Punches to Head At Distance ,http://ufcstats.com/fight-details/27635cc4d9fcac98
4379,,UFC on FOX: Johnson vs. Benavidez 2,Demetrious Johnson vs. Joseph Benavidez,Demetrious Johnson ,Flyweight,1,0,KO/TKO ,"[5, 5, 5, 5, 5]",1,2:08,128,John McCarthy,Punch to Head At Distance ,http://ufcstats.com/fight-details/e6663b2c16df6191
4380,,UFC on FOX: Johnson vs. Benavidez 2,Urijah Faber vs. Michael McDonald,Urijah Faber ,Bantamweight,0,0,Submission ,"[5, 5, 5]",2,3:22,502,Herb Dean,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/00566b4d89565373
4381,,UFC on FOX: Johnson vs. Benavidez 2,Chad Mendes vs. Nik Lentz,Chad Mendes ,Featherweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,John McCarthy,Derek Cleary 27 - 30.Wade Vierra 27 - 30.Mike Bell 28 - 29.,http://ufcstats.com/fight-details/631f0721b3fc56dc
4382,,UFC on FOX: Johnson vs. Benavidez 2,Joe Lauzon vs. Mac Danzig,Joe Lauzon ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,John McCarthy,Mike Bell 27 - 30.Edward Collantes 27 - 30.Marcos Rosales 27 - 30.,http://ufcstats.com/fight-details/319d75c21fbb5d3f
4383,,UFC on FOX: Johnson vs. Benavidez 2,Court McGee vs. Ryan LaFlare,Ryan LaFlare ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Edward Collantes 28 - 29.Marcos Rosales 28 - 29.Wade Vierra 28 - 29.,http://ufcstats.com/fight-details/c1d2ce95229cdbd9
4384,,UFC on FOX: Johnson vs. Benavidez 2,Danny Castillo vs. Edson Barboza,Edson Barboza ,Lightweight,0,0,Decision - Majority ,"[5, 5, 5]",3,5:00,900,Mike Beltran,Mike Bell 28 - 29.Wade Vierra 28 - 29.Derek Cleary 28 - 28.,http://ufcstats.com/fight-details/a5c76ead1a2767b6
4385,,UFC on FOX: Johnson vs. Benavidez 2,Bobby Green vs. Pat Healy,Bobby Green ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Derek Cleary 27 - 30.Edward Collantes 27 - 30.Mike Bell 28 - 29.,http://ufcstats.com/fight-details/f5fb4435faf1ca04
4386,,UFC on FOX: Johnson vs. Benavidez 2,Scott Jorgensen vs. Zach Makovsky,Zach Makovsky ,Flyweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mike Beltran,Mike Bell 27 - 30.Edward Collantes 27 - 30.Marcos Rosales 27 - 30.,http://ufcstats.com/fight-details/5ffccdf4af20dc0d
4387,,UFC on FOX: Johnson vs. Benavidez 2,Sam Stout vs. Cody McKenzie,Sam Stout ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Mike Bell 27 - 30.Derek Cleary 27 - 30.Wade Vierra 27 - 30.,http://ufcstats.com/fight-details/5929c539190c8a07
4388,,UFC on FOX: Johnson vs. Benavidez 2,Abel Trujillo vs. Roger Bowling,Abel Trujillo ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",2,1:35,395,John McCarthy,Punches to Head On Ground ,http://ufcstats.com/fight-details/4618dcef2dc6250f
4389,,UFC on FOX: Johnson vs. Benavidez 2,Darren Uyenoyama vs. Alptekin Ozkilic,Alptekin Ozkilic ,Flyweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Mike Beltran,Marcos Rosales 27 - 30.Edward Collantes 29 - 28.Mike Bell 28 - 29.,http://ufcstats.com/fight-details/0f215b143e08f425
4390,,UFC Fight Night: Hunt vs Bigfoot,Mark Hunt vs. Antonio Silva,DRAW,Heavyweigh,0,0,Decision - Majority ,"[5, 5, 5, 5, 5]",5,5:00,1500,Steve Perceval,Charlie Keech 47 - 48.Barry Foley 47 - 47.Kon Papaioannou 47 - 47.,http://ufcstats.com/fight-details/fe52c91f751e8db6
4391,,UFC Fight Night: Hunt vs Bigfoot,Mauricio Rua vs. James Te Huna,Mauricio Rua ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,1:03,63,John Sharp,Punch to Head At Distance ,http://ufcstats.com/fight-details/b568f3700aa2c1f7
4392,,UFC Fight Night: Hunt vs Bigfoot,Ryan Bader vs. Anthony Perosh,Ryan Bader ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,John Sharp,Anthony Dimitriou 27 - 30.Greg Kleynjans 27 - 30.Peter Hickmont 26 - 30.,http://ufcstats.com/fight-details/bfc321f0b0a7bf40
4393,,UFC Fight Night: Hunt vs Bigfoot,Pat Barry vs. Soa Palelei,Soa Palelei ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,2:09,129,Steve Perceval,Punches to Head From Mount ,http://ufcstats.com/fight-details/45e6eec6b35d7dfe
4394,,UFC Fight Night: Hunt vs Bigfoot,Dylan Andrews vs. Clint Hester,Clint Hester ,Middleweight,0,0,TKO - Doctor's Stoppage ,"[5, 5, 5]",2,5:00,600,Cameron Quinn,Shoulder Injury,http://ufcstats.com/fight-details/adc1b34f6988bd68
4395,,UFC Fight Night: Hunt vs Bigfoot,Julie Kedzie vs. Bethe Correia,Bethe Correia ,Bantamweight,0,1,Decision - Split ,"[5, 5, 5]",3,5:00,900,Steve Perceval,Peter Hickmont 28 - 29.Barry Foley 29 - 28.Charlie Keech 28 - 29.,http://ufcstats.com/fight-details/39efb868dbe7e311
4396,,UFC Fight Night: Hunt vs Bigfoot,Takeya Mizugaki vs. Nam Phan,Takeya Mizugaki ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,John Sharp,Greg Kleynjans 28 - 29.Kon Papaioannou 28 - 29.Anthony Dimitriou 28 - 30.,http://ufcstats.com/fight-details/b951f2d4080ef172
4397,,UFC Fight Night: Hunt vs Bigfoot,Nick Ring vs. Caio Magalhaes,Caio Magalhaes ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Cameron Quinn,Peter Hickmont 28 - 29.Greg Kleynjans 28 - 29.Kon Papaioannou 28 - 29.,http://ufcstats.com/fight-details/e982a2648d69fda6
4398,,UFC Fight Night: Hunt vs Bigfoot,Richie Vaculik vs. Justin Scoggins,Justin Scoggins ,Flyweight,0,0,KO/TKO ,"[5, 5, 5]",1,4:43,283,Steve Perceval,Punches to Head From Back Control ,http://ufcstats.com/fight-details/e14b4f2c7b36d0b9
4399,,UFC Fight Night: Hunt vs Bigfoot,Bruno Santos vs. Krzysztof Jotko,Krzysztof Jotko ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,John Sharp,Anthony Dimitriou 28 - 29.Peter Hickmont 28 - 29.Kon Papaioannou 27 - 30.,http://ufcstats.com/fight-details/678eb77df5589eac
4400,,UFC Fight Night: Hunt vs Bigfoot,Ben Wall vs. Alex Garcia,Alex Garcia ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,0:43,43,Cameron Quinn,Punch to Head At Distance ,http://ufcstats.com/fight-details/2389557cfa02df78
4401,,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Gray Maynard vs. Nate Diaz,Nate Diaz ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",1,2:38,158,Yves Lavigne,Punches to Head At Distance ,http://ufcstats.com/fight-details/f0815638f558968d
4402,,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Julianna Pena vs. Jessica Rakoczy,Julianna Pena ,Bantamweight,1,1,KO/TKO ,"[5, 5, 5]",1,4:59,299,Mario Yamasaki,Punches to Head From Mount ,http://ufcstats.com/fight-details/fca7fbd0bafc480c
4403,,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Chris Holdsworth vs. Davey Grant,Chris Holdsworth ,Bantamweight,1,0,Submission ,"[5, 5, 5]",2,2:10,430,Yves Lavigne,Rear Naked Choke ,http://ufcstats.com/fight-details/a072ec605bebe5a8
4404,,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Jessamyn Duke vs. Peggy Morgan,Jessamyn Duke ,Bantamweight,0,1,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Kim Winslow,Adalaide Byrd 27 - 30.Patricia Morse-Jarman 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/1b7bc992c26ac10f
4405,,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Roxanne Modafferi vs. Raquel Pennington,Raquel Pennington ,Bantamweight,0,1,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Chris Tognoni,Chris Lee 27 - 30.Glenn Trowbridge 27 - 30.Doug Crosby 28 - 29.,http://ufcstats.com/fight-details/2a940fac11da404d
4406,,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Akira Corassani vs. Maximo Blanco,Akira Corassani ,Featherweight,0,0,DQ ,"[5, 5, 5]",1,0:25,25,Mario Yamasaki,Illegal Knee on Ground by Blanco,http://ufcstats.com/fight-details/b186f4778257ca6d
4407,,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Rani Yahya vs. Tom Niinimaki,Tom Niinimaki ,Featherweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Kim Winslow,Chris Lee 28 - 29.Patricia Morse-Jarman 29 - 28.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/e9ec16e4e7cfb120
4408,,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Jared Rosholt vs. Walt Harris,Jared Rosholt ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Chris Tognoni,Doug Crosby 28 - 29.Mark Smith 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/2b5058614b56a898
4409,,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Sean Spencer vs. Drew Dober,Sean Spencer ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Yves Lavigne,Doug Crosby 27 - 30.Junichiro Kamijo 27 - 30.Patricia Morse-Jarman 27 - 30.,http://ufcstats.com/fight-details/64e1197b8d5d0706
4410,,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Josh Sampo vs. Ryan Benoit,Josh Sampo ,Flyweight,0,0,Submission ,"[5, 5, 5]",2,4:31,571,Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/c9ebbba18e4e1e84
4411,,UFC 167: St-Pierre vs Hendricks,Georges St-Pierre vs. Johny Hendricks,Georges St-Pierre ,Welterweight,1,0,Decision - Split ,"[5, 5, 5, 5, 5]",5,5:00,1500,Mario Yamasaki,Sal D'amato 47 - 48.Glenn Trowbridge 48 - 47.Tony Weeks 47 - 48.,http://ufcstats.com/fight-details/7ff036c99621eb1c
4412,,UFC 167: St-Pierre vs Hendricks,Rashad Evans vs. Chael Sonnen,Rashad Evans ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,4:05,245,Herb Dean,Punches to Head From Back Control ,http://ufcstats.com/fight-details/25cb0e15dfc8deb3
4413,,UFC 167: St-Pierre vs Hendricks,Rory MacDonald vs. Robbie Lawler,Robbie Lawler ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Cecil Peoples 28 - 29.Glenn Trowbridge 29 - 28.Mark Smith 28 - 29.,http://ufcstats.com/fight-details/6c1fa30e1dd38c0b
4414,,UFC 167: St-Pierre vs Hendricks,Josh Koscheck vs. Tyron Woodley,Tyron Woodley ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,4:38,278,Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/1f5c71dd2a0672ac
4415,,UFC 167: St-Pierre vs Hendricks,Tim Elliott vs. Ali Bagautinov,Ali Bagautinov ,Flyweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Kim Winslow,Adalaide Byrd 28 - 29.Sal D'amato 28 - 29.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/3081e6e1bc1235a8
4416,,UFC 167: St-Pierre vs Hendricks,Donald Cerrone vs. Evan Dunham,Donald Cerrone ,Lightweight,0,0,Submission ,"[5, 5, 5]",2,3:49,529,Mario Yamasaki,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/67222a0d79c83086
4417,,UFC 167: St-Pierre vs Hendricks,Ed Herman vs. Thales Leites,Thales Leites ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Kim Winslow,Adalaide Byrd 27 - 30.Patricia Morse-Jarman 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/e9ed827818e8cadf
4418,,UFC 167: St-Pierre vs Hendricks,Brian Ebersole vs. Rick Story,Rick Story ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Junichiro Kamijo 27 - 30.Cecil Peoples 27 - 30.Mark Smith 27 - 30.,http://ufcstats.com/fight-details/9bec9d2d0dd1d7f7
4419,,UFC 167: St-Pierre vs Hendricks,Erik Perez vs. Edwin Figueroa,Erik Perez ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Kim Winslow,Adalaide Byrd 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/9cc0582c703637aa
4420,,UFC 167: St-Pierre vs Hendricks,Jason High vs. Anthony Lapsley,Jason High ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Patricia Morse-Jarman 28 - 29.Cecil Peoples 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/a4d7e8241422ed41
4421,,UFC 167: St-Pierre vs Hendricks,Will Campuzano vs. Sergio Pettis,Sergio Pettis ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Cecil Peoples 27 - 30.Mark Smith 27 - 30.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/55f4c3598797ce6f
4422,,UFC 167: St-Pierre vs Hendricks,Cody Donovan vs. Gian Villante,Gian Villante ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",2,1:22,382,Kim Winslow,Punch to Head At Distance ,http://ufcstats.com/fight-details/d8b864e673f53ec2
4423,,UFC Fight Night: Belfort vs Henderson 2,Vitor Belfort vs. Dan Henderson,Vitor Belfort ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5, 5, 5]",1,1:17,77,Dan Miragliotta,Kick to Head At Distance ,http://ufcstats.com/fight-details/1d34e2f80cb91188
4424,,UFC Fight Night: Belfort vs Henderson 2,Cezar Ferreira vs. Daniel Sarafian,Cezar Ferreira ,Middleweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Marcos Rosales 29 - 28.Otto Torriero 27 - 30.Doug Crosby 28 - 30.,http://ufcstats.com/fight-details/2d57ce76f7922ed9
4425,,UFC Fight Night: Belfort vs Henderson 2,Rafael Cavalcante vs. Igor Pokrajac,Rafael Cavalcante ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,1:18,78,Kevin MacDonald,Knee to Head In ClinchSubmission to Strikes,http://ufcstats.com/fight-details/c6c37a9e8990baba
4426,,UFC Fight Night: Belfort vs Henderson 2,Paulo Thiago vs. Brandon Thatch,Brandon Thatch ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,2:10,130,Dan Miragliotta,Knee to Body At DistanceSubmission to Strikes,http://ufcstats.com/fight-details/8de959ac3c3eeb85
4427,,UFC Fight Night: Belfort vs Henderson 2,Santiago Ponzinibbio vs. Ryan LaFlare,Ryan LaFlare ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,27 - 30.27 - 30.27 - 30.,http://ufcstats.com/fight-details/389c844a1a56177c
4428,,UFC Fight Night: Belfort vs Henderson 2,Rony Jason vs. Jeremy Stephens,Jeremy Stephens ,Featherweight,0,0,KO/TKO ,"[5, 5, 5]",1,0:40,40,Kevin MacDonald,Kick to Head At Distance ,http://ufcstats.com/fight-details/2e042964c6498e7a
4429,,UFC Fight Night: Belfort vs Henderson 2,Godofredo Pepey vs. Sam Sicilia,Sam Sicilia ,Featherweight,0,0,KO/TKO ,"[5, 5, 5]",1,1:42,102,Dan Miragliotta,Punches to Head From Guard ,http://ufcstats.com/fight-details/0a70601cc9f2426f
4430,,UFC Fight Night: Belfort vs Henderson 2,Thiago Perpetuo vs. Omari Akhmedov,Omari Akhmedov ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",1,3:31,211,Kevin MacDonald,Punch to Head At Distance ,http://ufcstats.com/fight-details/e9bc416752cadd29
4431,,UFC Fight Night: Belfort vs Henderson 2,Thiago Tavares vs. Justin Salas,Thiago Tavares ,Lightweight,0,0,Submission ,"[5, 5, 5]",1,2:38,158,Dan Miragliotta,Rear Naked Choke ,http://ufcstats.com/fight-details/ee4d086121100177
4432,,UFC Fight Night: Belfort vs Henderson 2,Adriano Martins vs. Daron Cruickshank,Adriano Martins ,Lightweight,0,0,Submission ,"[5, 5, 5]",2,2:49,469,Mario Yamasaki,Straight Armbar From Half Guard ,http://ufcstats.com/fight-details/2dd0a47f43dfe8f6
4433,,UFC Fight Night: Belfort vs Henderson 2,Jose Maria vs. Dustin Ortiz,Dustin Ortiz ,Flyweight,0,0,KO/TKO ,"[5, 5, 5]",3,3:19,799,Kevin MacDonald,Punches to Head From Back Control ,http://ufcstats.com/fight-details/5cce3bc28ddb158f
4434,,UFC Fight Night: Fight for the Troops 3,Tim Kennedy vs. Rafael Natal,Tim Kennedy ,Middleweight,0,0,KO/TKO ,"[5, 5, 5, 5, 5]",1,4:40,280,Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/26e876df6d498657
4435,,UFC Fight Night: Fight for the Troops 3,Liz Carmouche vs. Alexis Davis,Alexis Davis ,Bantamweight,0,1,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Gary Copeland,Amy Evans 27 - 30.Chris Kinman 27 - 30.Sean Brockmole 28 - 29.,http://ufcstats.com/fight-details/4c257f69fb974088
4436,,UFC Fight Night: Fight for the Troops 3,Ronny Markes vs. Yoel Romero,Yoel Romero ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",3,1:39,699,Mario Yamasaki,Punch to Head In Clinch ,http://ufcstats.com/fight-details/b35f2071e6dd4b12
4437,,UFC Fight Night: Fight for the Troops 3,Jorge Masvidal vs. Rustam Khabilov,Rustam Khabilov ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,John McCarthy,Sean Brockmole 27 - 30.Chris Kinman 28 - 29.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/dbc3afd71525c83d
4438,,UFC Fight Night: Fight for the Troops 3,Colton Smith vs. Michael Chiesa,Michael Chiesa ,Lightweight,0,0,Submission ,"[5, 5, 5]",2,1:41,401,Gary Copeland,Rear Naked Choke ,http://ufcstats.com/fight-details/0cd79ea89d5931d0
4439,,UFC Fight Night: Fight for the Troops 3,Bobby Green vs. James Krause,Bobby Green ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",1,3:50,230,John McCarthy,Kick to Body At Distance ,http://ufcstats.com/fight-details/2bcb1b0b05e2c739
4440,,UFC Fight Night: Fight for the Troops 3,George Roop vs. Francisco Rivera,Francisco Rivera ,Bantamweight,0,0,KO/TKO ,"[5, 5, 5]",2,2:20,440,Mario Yamasaki,Punch to Head In Clinch ,http://ufcstats.com/fight-details/dc3deae609874677
4441,,UFC Fight Night: Fight for the Troops 3,Dennis Bermudez vs. Steven Siler,Dennis Bermudez ,Featherweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Sean Brockmole 27 - 30.Amy Evans 27 - 30.Chris Kinman 27 - 30.,http://ufcstats.com/fight-details/ce30634422a264f9
4442,,UFC Fight Night: Fight for the Troops 3,Amanda Nunes vs. Germaine de Randamie,Amanda Nunes ,Bantamweight,0,1,KO/TKO ,"[5, 5, 5]",1,3:56,236,Herb Dean,Elbows to Head From Mount ,http://ufcstats.com/fight-details/add991cb839af4ed
4443,,UFC Fight Night: Fight for the Troops 3,Chris Camozzi vs. Lorenz Larkin,Lorenz Larkin ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Chris Lee 27 - 30.Cardo Urso 27 - 30.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/ef97cccf28cf00a8
4444,,UFC Fight Night: Fight for the Troops 3,Yves Edwards vs. Yancy Medeiros,NC,Lightweight,0,0,Overturned ,"[5, 5, 5]",1,2:47,167,John McCarthy,Failed Drug Test by Medeiros,http://ufcstats.com/fight-details/ab18079c7c0040fb
